ID,Student ID,Mathematics,Literature,Subject combination,Physics/History,Chemistry/Geography,Biology/Civic education,Foreign language,Foreign language code
4325,1004326,8.2,8.5,Nature,7.75,8.25,5.5,9.2,N1
4326,1004327,7.6,7.75,Nature,4.5,8,5.5,9,N1
4327,1004328,8,9.5,Nature,9,6.25,6.5,9.6,N1
4328,1004329,7.8,8,Nature,8.25,8.75,7,6.4,N1
4329,1004330,8,7.5,Nature,8.25,5.75,7.25,9.2,N1
4330,1004331,8.2,8,Nature,7.75,6.75,8.25,8.4,N1
4331,1004332,8.6,6.75,Nature,8,4.75,5.5,9,N1
4332,1004333,9.2,7.5,Nature,7.75,6,5.5,9,N1
4333,1004334,7.8,7.75,Nature,7.5,4.25,5.5,8.6,N1
4334,1004335,7.8,7.75,Nature,8.75,7.25,7.5,8.8,N1
4335,1004336,8.8,7.25,Nature,9,9.75,4.75,8.2,N1
4336,1004337,7.6,5.5,Nature,3.25,6.5,5,7.6,N1
4337,1004338,8,7.5,Nature,7.5,5.25,5.5,8.6,N1
4338,1004339,8.8,8.25,Nature,8,7.5,7,7.6,N1
4339,1004340,5.6,8.75,Society,4.25,5,8,,
4340,1004341,7.6,8,Nature,9,7,6.75,9.2,N1
4341,1004342,8.8,6.75,Nature,8.25,8.5,6.5,8.4,N1
4342,1004343,7.6,7,Nature,7.25,7,6.5,6,N1
4343,1004344,8.6,6.75,Nature,9.25,9,7.75,7.6,N1
4344,1004345,7.8,7.75,Nature,8.5,7,7.75,8.8,N1
4345,1004346,8,7.25,Nature,7.25,5.5,5.25,8.2,N1
4346,1004347,7.2,6.5,Nature,5.5,7.5,5.25,8.4,N1
4347,1004348,8.8,7.75,Nature,8,6.75,6.5,9.2,N1
4348,1004349,7.2,6,Nature,8,4,6.75,8.4,N1
4349,1004350,8,5.25,Nature,8.25,3,4.25,7.8,N1
4350,1004351,8.8,7.75,Nature,7.75,8,8,9.2,N1
4351,1004352,8.4,8.75,Nature,8.25,5.5,6.75,9.2,N1
4352,1004353,8.4,9,Nature,8.25,9,8.75,9,N1
4353,1004354,8.4,9,Nature,8.25,5.5,4.25,9.2,N1
4354,1004355,7.6,6.5,Nature,7.5,7.5,4.25,6.4,N1
4355,1004356,9.2,7,Nature,8.25,8,7.75,,
4356,1004357,8.4,7.25,Nature,8,7.5,6.25,7.8,N1
4357,1004358,7,6.58,Nature,7.5,5,5.25,8.8,N1
4358,1004359,8.2,7.25,Nature,5,7.75,8.75,9.2,N1
4359,1004360,8,7.75,Nature,5,3.25,3.75,9.2,N1
4360,1004361,8.2,7.75,Nature,9.25,6.25,7,9.4,N1
4361,1004362,8.4,7.25,Nature,7.25,6.25,7.25,8.8,N1
4362,1004363,7.4,6,Nature,7.75,3.75,4.75,9.2,N1
4363,1004364,8.6,6.75,Nature,8.25,5.25,7.25,9,N1
4364,1004365,7.8,7.75,Nature,7.5,5,5,7,N1
4365,1004366,9,6.5,Nature,8.5,8,7.5,9,N1
4366,1004367,8,6.5,Nature,8,5,7,9,N1
4367,1004368,7.8,7,Nature,8.5,5.25,7,8.6,N1
4368,1004369,8.2,6.75,Nature,6.5,7.75,7.75,9.4,N1
4369,1004370,7,7,Nature,6.75,6.25,6.75,8.8,N1
4370,1004371,8.4,5.25,Nature,6.75,4.25,5.75,8.6,N1
4371,1004372,7.8,7,Nature,4,7.75,7,8.2,N1
4372,1004373,8.2,7,Nature,8.25,2.5,5,7.8,N1
4373,1004374,8.2,8,Nature,7.75,8.5,8.25,9,N1
4374,1004375,8.6,6.75,Nature,8.5,7,7.5,8.4,N1
4375,1004376,9,6.25,Nature,7.75,6,6.5,9.2,N1
4376,1004377,8.2,6.75,Nature,7.5,7.25,6.75,9.2,N1
4377,1004378,7.6,8.5,Nature,5.75,6.5,8,8.8,N1
4378,1004379,7.8,8.5,Nature,5,8.25,6,8.8,N1
4379,1004380,7.8,7.5,Nature,6,4.25,4,8.6,N1
4380,1004381,7.8,7,Nature,8.75,8.25,5.75,8.8,N1
4381,1004382,6.4,8.5,Society,7.25,5.75,8.75,8.6,N1
4382,1004383,8.2,7.25,Society,5.5,6.25,8,8.4,N1
4383,1004384,8.6,8.5,Society,5.5,7,6.25,8,N1
4384,1004385,7,8.5,Society,8,7.25,10,9,N1
4385,1004386,7.6,6,Nature,7.75,6,6.25,9,N1
4386,1004387,8.4,7.25,Nature,8.25,8,3.25,4.4,N1
4387,1004388,6.8,7.5,Society,6.75,6,8,7.4,N1
4388,1004389,7.6,7,Nature,6.75,4.5,5.5,8.6,N1
4389,1004390,9.2,7.75,Nature,9.25,9,5.75,9.2,N1
4390,1004391,8.2,7.75,Nature,8.5,4.75,5,8.6,N6
4391,1004392,7.2,7,Nature,7.25,6,6.25,,
4392,1004393,7,6.75,Nature,7.75,7.5,4,7.4,N1
4393,1004394,8.2,7,Nature,7.75,8,7.25,9.6,N1
4394,1004395,5.2,7.5,Society,4.5,4.5,7.75,8,N1
4395,1004396,7.2,8.5,Society,7.25,7,9.75,7.8,N1
4396,1004397,8.2,7.5,Nature,8.25,7.75,6.5,8.6,N1
4397,1004398,8,7.25,Nature,8.5,7,7.25,8.8,N1
4398,1004399,7.8,7.5,Nature,7.5,6.5,7.25,8.4,N1
4399,1004400,8.6,7.75,Nature,7.5,4,5,9.4,N1
4400,1004401,8.6,4.75,Nature,6.5,7.25,5.25,8.4,N1
4401,1004402,8.6,8,Society,5.25,5.25,8,8,N1
4402,1004403,7.6,7.75,Nature,6.75,5.25,7.25,8,N1
4403,1004404,9,9,Society,4.75,7.5,8.5,9,N1
4404,1004405,8.4,8.25,Society,3.5,4.75,8.25,8.4,N1
4405,1004406,7,8.75,Society,6.75,7,9,8.6,N1
4406,1004407,8.6,8,Society,7.75,6.25,9.25,9,N1
4407,1004408,7.4,9,Society,6.25,7.5,8.75,9.4,N1
4408,1004409,8.6,9.25,Society,5.25,5,7.75,8.4,N1
4409,1004410,8.8,7.25,Nature,7.25,8.75,6,8.4,N1
4410,1004411,9,8.25,Society,8,6,8.25,8.8,N1
4411,1004412,7.4,8.75,Society,3.5,6,8.25,3.6,N1
4412,1004413,7.6,8.75,Society,7.25,7.5,9.5,7.2,N1
4413,1004414,7.2,8,Society,6.25,7,8.25,8.2,N1
4414,1004415,8.2,8.75,Society,7,6.5,9.25,9.6,N1
4415,1004416,8.6,8,Society,6.25,4.75,8,9,N1
4416,1004417,7.8,8,Nature,8.75,6.75,6,8.6,N1
4417,1004418,7,8,Society,3.5,4.5,6.75,7.8,N1
4418,1004419,7.6,8.5,Society,5.25,5.5,8,9,N1
4419,1004420,8,8.75,Nature,5.5,8,5,9,N1
4420,1004421,8.2,8.5,Society,4.25,5.75,7.25,7.2,N1
4421,1004422,6.8,8.75,Society,6,5.75,9.25,8.8,N6
4422,1004423,7.6,8.25,Society,5.5,5.5,7.5,8,N1
4423,1004424,6.8,8.5,Society,2.75,5.75,5.25,7.4,N1
4424,1004425,4.8,8.25,Society,6,5.5,8.5,5.8,N1
4425,1004426,8.2,6.25,Nature,7.75,4,4.5,8.6,N1
4426,1004427,7.4,9,Society,5,7.25,8.5,7.6,N1
4427,1004428,7.6,7.75,Society,6.5,5.75,9,6.2,N1
4428,1004429,5.6,8,Society,5.75,4.25,8.25,8.4,N1
4429,1004430,8,8,Society,4.75,7,8.5,9,N1
4430,1004431,8.2,8,Nature,6.75,7.75,6.5,6.2,N1
4431,1004432,7.4,8.25,Society,6.25,6,6.25,8,N1
4432,1004433,9.4,6.75,Nature,7.25,8.5,5,8.8,N1
4433,1004434,7.4,8.25,Society,5,6,9.25,7.8,N1
4434,1004435,8.2,7.5,Nature,5.75,8,6,,
4435,1004436,7,8,Society,8.25,6.5,9,8.4,N1
4436,1004437,7.2,8,Society,5.5,7.75,7.5,8.6,N1
4437,1004438,7.6,7.5,Nature,7,7.25,6.25,5,N1
4438,1004439,8.2,5.75,Nature,8,6.5,6.5,5.4,N1
4439,1004440,7.8,7.75,Nature,7.75,6.25,6.5,8.6,N1
4440,1004441,8.8,8.5,Nature,7.5,7,6.25,9.4,N1
4441,1004442,8.2,7.75,Nature,8.25,9,8,9.2,N1
4442,1004443,8,8.25,Nature,7.25,4,6.25,7.8,N1
4443,1004444,7,8.5,Society,5.25,4.5,7.5,8.4,N1
4444,1004445,8,6,Nature,6,5.75,7.25,6.6,N5
4445,1004446,8,9,Society,7.25,5.25,8.25,8.2,N1
4446,1004447,7.4,8.5,Society,9,6.5,9,8.6,N1
4447,1004448,8.4,7.75,Nature,6,6,5,6.2,N1
4448,1004449,8,8.25,Society,8,6.75,9.25,7.8,N5
4449,1004450,8.6,8.5,Nature,5.25,8.75,5.5,9.8,N1
4450,1004451,7.2,8,Society,8.75,6.5,8.75,8.8,N1
4451,1004452,7.8,8,Society,4,6,8.25,9,N1
4452,1004453,7.6,6,Nature,4.25,7.5,6.25,8.4,N1
4453,1004454,8.4,8.25,Society,7.5,6,8.75,9.6,N1
4454,1004455,8.2,8.75,Society,7.25,7.5,8.5,8.2,N1
4455,1004456,6.4,7.75,Society,4.75,6.75,8.25,6.4,N1
4456,1004457,7.4,8.75,Society,6.75,7.25,8.25,9.4,N1
4457,1004458,,,Society,,,,,
4458,1004459,8.2,8.75,Society,3,6,9,8.8,N1
4459,1004460,7.6,8.25,Society,7.5,6.5,9.25,8.8,N1
4460,1004461,8.4,8.75,Society,7.25,7,9.5,9.2,N1
4461,1004462,7.6,8.25,Nature,4,8,6.5,7.8,N1
4462,1004463,7.4,8.5,Society,6,6,8.75,8.2,N1
4463,1004464,7,8.75,Society,6.75,5.5,7.5,7.4,N1
4464,1004465,7,8.5,Society,8.5,7.25,8.75,9.2,N1
4465,1004466,8.4,8.5,Society,8,7.5,7,8.8,N1
4466,1004467,6.8,5.25,Nature,4.5,7,6,8.2,N1
4467,1004468,7.8,5,Nature,7.75,5,4.75,8.2,N1
4468,1004469,8.6,7,Nature,8,5.25,5,8.4,N1
4469,1004470,8.2,7.75,Nature,5.5,7.75,6.25,8,N1
4470,1004471,8.6,7.75,Nature,7.75,8.5,6.75,9,N1
4471,1004472,8,8,Society,9.25,9.25,9.25,9,N1
4472,1004473,8.2,8.25,Society,6.75,6.75,9.25,9.4,N1
4473,1004474,7,8.75,Society,5.25,5.25,8.5,9,N1
4474,1004475,8,7.75,Society,5.5,5.5,7.75,8,N1
4475,1004476,9,5.75,Nature,8.75,5.5,6.75,9,N1
4476,1004477,7.8,8,Society,8.25,7.25,9.25,8.4,N1
4477,1004478,7.4,8.25,Society,5.75,5.75,9,8,N1
4478,1004479,7.2,8,Society,7.25,7.75,9,9,N1
4479,1004480,7.6,8.25,Society,6.25,6.75,9,8,N1
4480,1004481,8.6,9.25,Society,7.5,6.5,9,8.2,N1
4481,1004482,6.4,7,Nature,7.75,6.5,8,8.2,N1
4482,1004483,9.2,9,Society,9.25,6.75,9.5,9.4,N1
4483,1004484,8.2,8.5,Society,3.75,5.5,7.5,7.4,N1
4484,1004485,7.2,8.25,Society,5.5,5.5,8.5,8.6,N1
4485,1004486,7.6,8.75,Nature,6.25,6.75,8.75,8.6,N1
4486,1004487,5.2,6.25,Nature,4.5,4.25,4.25,7,N1
4487,1004488,6.8,8.5,Society,5.5,4.75,7.25,7,N1
4488,1004489,7.8,9,Society,7.5,7.75,8.75,9,N1
4489,1004490,8,8.75,Society,8.25,6.5,8.5,9,N1
4490,1004491,7,9,Society,7.75,7.25,9.75,8.6,N1
4491,1004492,7.4,8,Society,7.75,5.5,8.75,,
4492,1004493,7.8,7,Nature,5.25,7.25,8.25,9.4,N1
4493,1004494,6.4,8.5,Society,8,7.75,9.25,7.2,N1
4494,1004495,9,8,Society,6,6.5,9,8.6,N1
4495,1004496,8.4,8.25,Society,6.75,5.75,9.25,9.4,N1
4496,1004497,7.4,9,Society,7.75,5.75,10,9,N1
4497,1004498,8.4,8.25,Society,8,5,8.25,8.2,N1
4498,1004499,8.4,8.5,Society,5.25,6.5,7.75,9,N1
4499,1004500,8.6,8,Nature,8,2.5,5.5,8.8,N1
4500,1004501,8.6,8.5,Society,7.25,6.75,8,8.8,N1
4501,1004502,7.2,9,Society,6,6.75,7,9.2,N1
4502,1004503,8,8.75,Society,6.25,7,9.75,9,N1
4503,1004504,8.6,6,Nature,8.5,4.5,7.25,9.2,N1
4504,1004505,7.6,9.5,Society,7.75,8,8.75,8.4,N1
4505,1004506,7.4,8.25,Society,6,7.75,8.5,8.8,N1
4506,1004507,8.2,6.25,Nature,9,4.5,5.25,8.6,N1
4507,1004508,,,Society,,,,,
4508,1004509,7.6,7,Society,5.75,6.5,7.5,8.6,N1
4509,1004510,8,8.75,Society,6.5,6.25,9,8.6,N1
4510,1004511,7,6,Nature,6.5,5.25,5.5,8.6,N1
4511,1004512,6.4,6.5,Nature,5.5,4.75,6.5,7,N1
4512,1004513,8.6,9,Society,7.5,8.5,9,8.2,N1
4513,1004514,7.2,5.75,Nature,5.25,6.75,7.75,9,N1
4514,1004515,8.4,6.75,Nature,7,8,6,7.2,N6
4515,1004516,7.6,8.5,Society,7.75,6.25,9,8,N1
4516,1004517,7.2,6,Society,5,5.5,7.75,5.4,N1
4517,1004518,7.6,8.5,Society,7,6.25,8.75,8.4,N1
4518,1004519,7.4,7.75,Nature,8.25,4.75,6.25,9.2,N1
4519,1004520,8.4,7.75,Nature,8,7.75,4.25,8.2,N1
4520,1004521,6.6,8.25,Society,4,5.25,7,5.4,N1
4521,1004522,6.2,7.75,Society,4.25,5.75,7.75,6.6,N1
4522,1004523,8.2,8,Society,6.25,7,9.25,9,N1
4523,1004524,8,8.5,Society,8.25,9,8.75,9.2,N1
4524,1004525,8,9,Society,7,6.25,8.5,8.4,N1
4525,1004526,8,9,Nature,4.5,7.5,6,9,N1
4526,1004527,8,8.75,Society,5.5,7.5,9.25,8.2,N1
4527,1004528,7.8,7.25,Society,8.25,6.5,9,8.2,N1
4528,1004529,9,7.25,Society,4,5,8.25,9,N1
4529,1004530,6.4,9,Society,6.5,7.25,9.5,8.2,N1
4530,1004531,6.4,8.25,Society,7,5.5,8.75,8.6,N1
4531,1004532,6.8,9,Society,5.25,4.75,7.5,7.8,N1
4532,1004533,6.2,8.75,Society,9,7,8,6.2,N1
4533,1004534,6.4,9,Society,6.75,3.75,7.75,7.8,N1
4534,1004535,8,8.75,Society,7,6,9.25,9.4,N1
4535,1004536,8.4,8.75,Society,5.75,5.75,8.25,9,N1
4536,1004537,7.8,9,Society,5.25,5.5,8.25,9,N1
4537,1004538,7.6,9,Society,4,6,8.5,9,N1
4538,1004539,8.4,8.75,Society,9,6.25,9.75,8.8,N1
4539,1004540,8.4,8,Nature,8.25,8.75,5.5,7.6,N1
4540,1004541,8,9,Society,6.75,6.25,8.5,9.2,N1
4541,1004542,8.2,8.75,Society,6.25,6.5,8.75,9.2,N1
4542,1004543,8.4,5,Nature,4,8.25,6.25,8.2,N1
4543,1004544,8.6,8.25,Society,5.5,4.75,7.5,8.6,N1
4544,1004545,7.4,9,Society,5.5,5.75,8.75,8.2,N1
4545,1004546,7.4,8.25,Society,6.5,5.75,7.75,8.6,N1
4546,1004547,7.8,9,Society,5,5.5,8.5,8.2,N1
4547,1004548,7.6,8.5,Society,6.5,5,8.75,9,N1
4548,1004549,4.8,8.25,Society,6.25,5.5,8.5,8.6,N1
4549,1004550,7.8,8.5,Society,4.5,5.5,8.75,8.4,N1
4550,1004551,8,8,Society,5.5,5.75,8.5,8.4,N1
4551,1004552,8,9.5,Society,6,6.75,7.75,9.2,N1
4552,1004553,7.4,9,Society,6.5,6.5,9.5,,
4553,1004554,6.2,9.5,Society,10,8,9,7.4,N1
4554,1004555,8,8.5,Society,6.75,5.5,7.75,8.8,N1
4555,1004556,8.2,7.5,Society,5.5,5,7.5,7.8,N1
4556,1004557,7.2,8.5,Society,6,7.5,7.25,8.8,N4
4557,1004558,7,7.75,Society,8,6.75,8.5,8.8,N1
4558,1004559,8.4,9,Society,7,7,8.5,9,N1
4559,1004560,7.6,7.75,Society,9.25,6.75,10,9.4,N1
4560,1004561,7.2,8.5,Society,7.25,7.75,7.75,8.6,N1
4561,1004562,8.8,7,Nature,8.25,4.5,5.5,9.2,N1
4562,1004563,8.6,7.75,Nature,7.25,7.5,8.5,9.2,N1
4563,1004564,7,7.25,Nature,7,4.75,6.5,7.6,N1
4564,1004565,8.4,7.25,Nature,7.5,7.75,6.5,8.4,N1
4565,1004566,7.6,6.5,Nature,7.5,7,6.5,9,N1
4566,1004567,8.2,7.75,Society,6.5,7.75,9.25,,
4567,1004568,7.6,7.5,Nature,6.75,7.5,8.25,9.6,N1
4568,1004569,7.4,9,Nature,6.75,6.25,6.5,7.2,N1
4569,1004570,9.2,6,Nature,7.75,7,6.75,9.4,N1
4570,1004571,8.4,8.25,Nature,7.75,7,6.75,6.6,N1
4571,1004572,8,5.5,Nature,7.75,8.75,5.25,6.6,N3
4572,1004573,8.2,6.25,Nature,7.75,7,6.5,9.4,N1
4573,1004574,8.2,9,Nature,8,8,7.75,8.6,N1
4574,1004575,8.8,6.25,Nature,6.75,5.75,4.5,7.4,N1
4576,1004577,8.4,5,Nature,8.5,8.25,6.25,9,N1
4577,1004578,7.2,7.25,Nature,7.5,4.5,6,8,N1
4578,1004579,7.4,6.75,Nature,3.5,8,7.5,7.4,N1
4579,1004580,7.8,7.5,Nature,5.25,6.75,7.5,8.4,N1
4580,1004581,7.4,9.25,Nature,7.25,4.5,6.25,8.6,N1
4581,1004582,6.8,8.25,Nature,6.75,6.25,6.25,7,N1
4582,1004583,8.2,8.75,Nature,7.5,6.75,7.25,6.2,N1
4583,1004584,6.8,7.75,Nature,6.5,3.5,5.75,8.6,N1
4584,1004585,8,8.5,Nature,9.25,8.75,8.5,9.4,N1
4585,1004586,8.4,8.5,Society,7.5,6.75,9.75,8.6,N1
4586,1004587,6.4,6.25,Society,7,6.25,8.25,7.8,N1
4587,1004588,7.2,9,Nature,7.5,6.75,6,8.2,N1
4588,1004589,7.8,7.5,Society,6.5,6.25,8.5,9.8,N1
4589,1004590,8.6,7.5,Nature,8.25,6.5,6.75,9.4,N1
4590,1004591,9.2,8.5,Nature,9.25,9,8.5,9.8,N1
4591,1004592,7.8,7.75,Nature,4.5,6,6.5,9.8,N1
4592,1004593,7,7,Society,4.5,5.75,7.75,6.6,N1
4593,1004594,8.4,7.75,Nature,8,7.25,6.5,7.8,N1
4594,1004595,6.8,6.75,Nature,5.5,7.25,8.25,8.6,N5
4595,1004596,8,8.25,Society,9,7.5,9.75,9,N1
4596,1004597,7,4.25,Nature,5.25,5.75,5,7.2,N1
4597,1004598,8.4,6.5,Nature,5,6.25,6,,
4598,1004599,8.2,5.75,Nature,3.75,8,8.25,8.2,N1
4599,1004600,8,7.5,Nature,8.75,8,5,6.4,N1
4600,1004601,7.4,8.25,Nature,8.5,6.75,7.25,8.6,N1
4601,1004602,7.8,7.75,Nature,6,7,5.5,7.4,N1
4602,1004603,8.6,8.25,Society,5.25,5.25,8,7,N1
4603,1004604,7.4,7,Nature,7.5,5.75,6.25,9.2,N1
4604,1004605,7.8,8,Nature,8.75,9,5.75,5,N1
4605,1004606,8.6,9,Society,4.75,6.25,8.5,8.8,N1
4606,1004607,7.4,8.5,Nature,8.25,8.75,6.25,7.6,N1
4607,1004608,6.4,8.75,Society,7.5,6.25,8.25,8.4,N1
4608,1004609,5.4,8,Nature,4,5.25,4.5,8.4,N1
4609,1004610,8.8,8.25,Society,6,7,8.25,9.4,N1
4610,1004611,7.6,7.83,Society,7.5,5.5,9,6.8,N5
4611,1004612,5.4,7.25,Nature,6.5,4.75,6.75,8,N1
4612,1004613,7.4,7.75,Society,4.75,4.25,7.5,6.8,N1
4613,1004614,8,7,Nature,7.75,3.75,4.5,9,N1
4614,1004615,6.8,9.25,Society,7.5,6.5,8.75,9.4,N1
4615,1004616,8.6,6.5,Nature,6.75,7.75,8.5,7.8,N1
4616,1004617,7.4,7,Nature,7,5,5.25,8.8,N1
4617,1004618,8.4,8.75,Nature,7.5,8,6,6.4,N1
4618,1004619,5.8,8,Society,2.75,5.75,8.25,9,N1
4619,1004620,8.2,9,Society,7,6,8,9.6,N1
4620,1004621,7.4,7.75,Nature,9,5,5.5,8.6,N1
4621,1004622,7.2,8.25,Society,6.75,7.25,7.5,9.2,N1
4622,1004623,8.4,9,Society,6.25,6,9,9,N1
4623,1004624,7,9,Society,7.5,6,9.25,8.4,N1
4624,1004625,7.8,7.75,Society,5.5,4.75,7.75,8.6,N1
4625,1004626,8,8.75,Society,5.75,6,8.25,6.2,N6
4626,1004627,8.8,6.75,Nature,8.5,5.25,5.75,9.2,N1
4627,1004628,7.4,9,Society,5.5,7,8.25,9.2,N1
4628,1004629,7.8,9.25,Society,7,4.5,9,8.8,N1
4629,1004630,8.4,9.25,Society,7,7.5,10,8.6,N6
4630,1004631,8.2,9.25,Society,6,7.75,9.25,9.6,N1
4631,1004632,6,9.25,Society,7,5.5,8.25,8.4,N1
4632,1004633,6.6,8.75,Society,4.75,4.5,7.5,6.8,N1
4633,1004634,7.6,8,Nature,8,8,6.75,8.2,N1
4634,1004635,8.6,7.75,Nature,8.75,5.5,5.75,9.2,N1
4635,1004636,6.4,8.25,Society,5.75,6.25,8.25,8,N1
4636,1004637,8.4,9,Society,6.25,6,6.75,9.2,N1
4637,1004638,7.6,7.25,Nature,7.5,5.25,7.25,9.6,N1
4638,1004639,7.6,8.25,Society,7.25,7.25,8.5,9.2,N1
4639,1004640,7,8.25,Nature,6.25,8,7.25,8,N1
4640,1004641,9.6,8,Nature,9,6.75,6.5,8.8,N1
4641,1004642,7.4,8,Nature,5,4,6.25,8.8,N1
4642,1004643,7.4,8.75,Nature,8.5,7.75,7,9,N1
4643,1004644,7.8,6.75,Nature,8.25,6.25,5.5,8.6,N1
4644,1004645,8.2,6,Nature,6,3.25,4.75,8,N1
4645,1004646,7.8,6,Nature,4.5,9,7.5,5.4,N1
4646,1004647,8,6.25,Nature,8.25,5,5.75,8,N1
4647,1004648,7.6,8.75,Society,7.75,6.5,8,7.6,N1
4648,1004649,7.2,8.75,Society,4.75,7.25,8.5,9.6,N1
4649,1004650,7.4,8.5,Society,7,6.25,9.25,7.6,N1
4650,1004651,7.4,7.5,Nature,7.5,5.75,4.5,9,N1
4651,1004652,8.2,8.25,Society,6,4.25,8,8.6,N1
4652,1004653,9.2,6.75,Nature,9.25,3.5,4.75,9.6,N1
4653,1004654,8.4,9.25,Society,6.25,6.75,9.5,8.6,N1
4654,1004655,6.6,7.58,Society,7,5.25,7,,
4655,1004656,7.6,8.75,Society,8,7,9.5,8,N4
4656,1004657,7.4,9,Society,6.5,6.5,9,8.4,N1
4657,1004658,7.6,8.5,Society,8.5,6.5,8.5,9.4,N1
4658,1004659,7.8,9,Society,6.25,6.75,8,9.2,N1
4659,1004660,8,9.25,Society,7.75,7,8.5,9.2,N1
4660,1004661,8,6,Nature,3.5,7.75,8.5,9.2,N1
4661,1004662,6,9.25,Society,6.75,6,8.25,7.6,N1
4662,1004663,7.6,8.75,Nature,7.5,7.75,7.25,7.4,N1
4663,1004664,8.8,6.75,Nature,9,8,7.75,9,N1
4664,1004665,6.2,8.5,Society,6.75,6.5,7.75,7.2,N1
4665,1004666,8,9,Society,4.25,5.5,8,8.4,N1
4666,1004667,7.4,9.75,Society,7.5,7.75,9,9.2,N1
4667,1004668,8.2,9.25,Society,6,6.5,8.75,7.4,N1
4668,1004669,6.2,6.25,Society,6.5,5.75,8.5,8.8,N1
4669,1004670,8.6,6,Nature,6.25,4.75,7,8.6,N1
4670,1004671,7.6,6.75,Nature,7.25,4.75,6.25,9,N1
4671,1004672,7.4,5.75,Nature,6.75,5.25,6.75,8.8,N1
4672,1004673,4.6,6.5,Society,5.5,4.75,6.5,,
4673,1004674,8.6,7.25,Nature,8.5,7.5,6.5,9,N1
4674,1004675,7.6,6.25,Society,6,5.75,6.75,,
4675,1004676,6.4,4.5,Nature,4,5.25,4.5,7,N1
4676,1004677,8.4,8,Nature,7,4.25,6,7.2,N1
4677,1004678,7.8,8.75,Society,6,7.5,9.25,9.4,N1
4678,1004679,7.6,7.75,Nature,7.75,6.75,8.25,9.6,N1
4679,1004680,7.2,7.75,Society,7,7.75,8.5,7,N1
4680,1004681,7.4,9,Society,7.5,6.5,8.75,8.6,N1
4681,1004682,7.4,8.5,Society,7,5.5,9.25,,
4682,1004683,7.2,8.5,Nature,3.75,6.5,6,8.2,N1
4683,1004684,8.2,8,Society,3,4.25,7,7.6,N1
4684,1004685,8.2,9.5,Society,8,6.25,8,9,N1
4685,1004686,8.6,9,Society,7.25,8,9.75,9.2,N1
4686,1004687,8.2,9.5,Society,6.75,5.75,8.5,8.8,N1
4687,1004688,9.2,5.25,Nature,6.5,9,8.75,5.4,N1
4688,1004689,8,8.5,Society,3.5,5,8,8.6,N1
4689,1004690,8.2,8,Nature,8,7.5,6.25,8.4,N1
4690,1004691,6.6,6.75,Nature,6.25,7.5,7,7.6,N1
4691,1004692,7.4,8.25,Society,4.75,4.75,7.25,9,N1
4692,1004693,8.2,8.5,Society,7.25,6.5,9.25,8.2,N6
4693,1004694,8,8.75,Nature,5.75,9.25,6.75,9.2,N1
4694,1004695,8.6,8.25,Nature,7.75,7,6,9,N1
4695,1004696,8,8.5,Nature,8.25,4.5,5.75,8.6,N1
4696,1004697,7.4,8,Nature,7.5,4.75,7.75,9,N1
4697,1004698,7.8,8.25,Nature,7.25,3.75,6.75,9.4,N1
4698,1004699,8.2,6.75,Nature,9,6.5,7.5,8.6,N1
4699,1004700,7.4,8.75,Nature,5.75,4.5,5.75,9.2,N1
4700,1004701,8.6,6.25,Nature,9,4.75,5.25,8.6,N1
4701,1004702,8,8.5,Nature,5,3.75,7,3.8,N5
4702,1004703,6,8.5,Society,6.25,4.75,8.75,,
4703,1004704,8.2,8.5,Society,7.5,7.25,9.5,,
4704,1004705,7.8,7.25,Nature,6.25,5.25,6.75,8.8,N1
4705,1004706,8,8,Nature,8.75,5.75,5,8,N1
4706,1004707,8.6,7.5,Nature,9,5.75,5,9.6,N1
4707,1004708,8.6,5.75,Nature,7.25,6.75,5.75,9.2,N1
4708,1004709,8.4,7.5,Nature,9,7.25,6.75,9.2,N1
4709,1004710,9.4,6.5,Nature,9,6.25,5.5,9.2,N1
4710,1004711,8.6,7.25,Nature,3.5,8.5,3.75,7.2,N1
4711,1004712,7.4,8.75,Nature,7.75,5.5,7.5,,
4712,1004713,7.4,7,Nature,7.75,5.25,5,9,N1
4713,1004714,7.6,6.75,Nature,8,4.5,4.25,6.8,N1
4714,1004715,8.6,9.25,Nature,9,7.5,6.25,8.2,N1
4715,1004716,7,6,Nature,5.75,6.75,8.25,9.4,N1
4716,1004717,3.8,5,Society,5.25,5.75,,,
4717,1004718,7.6,8,Society,5.5,6.25,8.25,8.2,N1
4718,1004719,7.4,6,Nature,5,4.5,5.75,8.6,N1
4719,1004720,6.4,7,Society,5,6.5,8,6,N1
4720,1004721,8.6,9.25,Society,8.25,8,9.25,9.2,N1
4721,1004722,6.4,8.5,Society,7.25,6.75,9,7.8,N1
4722,1004723,7,9,Society,8,7.25,9.5,8.6,N1
4723,1004724,8.4,9.25,Society,6.25,7.25,8.75,9.4,N1
4724,1004725,7.8,7.25,Nature,7.25,8.25,6.25,6.4,N1
4725,1004726,8,8.5,Society,6.75,5,8.5,9,N1
4726,1004727,4.2,5.75,Society,4.75,5.75,8,3,N1
4727,1004728,8.4,8,Nature,5,8.25,7.5,7.8,N1
4728,1004729,8.4,6.5,Nature,7.75,8,6.5,7.8,N1
4729,1004730,6.6,7.25,Society,7,6.25,8.75,6.2,N1
4730,1004731,8,7.25,Society,7.75,7.25,7.5,9.4,N1
